file_path,modifications,total_churn,total_added,total_deleted,unique_commits,first_seen,last_seen,lifespan_years,churn_density
weave\tests\test_slice_handler.py,7,400,200,200,7,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,190.5
numpy\f2py\lib\tests\test_module_scalar.py,7,184,65,119,7,2007-05-18 16:44:43+00:00,2008-07-03 19:57:24+00:00,1.1,167.3
benchmarks\creating.py,7,81,29,52,7,2006-06-28 01:10:10+00:00,2013-03-01 01:46:35+00:00,6.7,12.1
numpy\compat\__init__.py,7,40,30,10,7,2009-10-13 08:29:14+00:00,2013-04-06 19:25:26+00:00,3.5,11.4
weave\bytecodecompiler.py,7,2900,1450,1450,7,2002-02-19 04:46:38+00:00,2004-02-01 11:36:10+00:00,1.9,1526.3
weave\slice_handler.py,7,354,177,177,7,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,168.6
numpy\core\src\multiarray\na_singleton.h,7,89,85,4,7,2011-07-22 15:04:25+00:00,2011-08-20 03:53:23+00:00,0.1,178.0
weave\examples\dict_sort.py,7,320,160,160,7,2002-01-03 19:50:46+00:00,2004-10-06 23:03:34+00:00,2.8,114.3
tools\osxbuild\build.py,7,238,119,119,7,2008-07-25 18:35:17+00:00,2013-05-22 10:49:26+00:00,4.8,49.6
numpy\core\include\numpy\fenv\fenv.h,7,884,106,778,7,2006-07-06 16:57:20+00:00,2015-02-08 21:50:23+00:00,8.6,102.8
tools\win32build\misc\x86analysis.py,7,350,175,175,7,2009-03-28 08:38:08+00:00,2017-02-25 22:15:35+00:00,7.9,44.3
numpy\f2py\tests\array_from_pyobj\wrapmodule.c,7,422,16,406,7,2006-01-04 19:00:27+00:00,2007-12-15 18:54:52+00:00,1.9,222.1
numpy\distutils\numpy_distribution.py,7,53,36,17,7,2008-01-06 10:31:05+00:00,2013-04-06 19:25:26+00:00,5.2,10.2
doc\cdoc\numpyfilter.py,7,128,122,6,7,2010-06-05 15:02:50+00:00,2017-06-03 12:41:26+00:00,7.0,18.3
doc\sphinxext\numpydoc\compiler_unparse.py,7,900,20,880,7,2013-02-16 13:44:01+00:00,2013-07-24 16:10:16+00:00,0.4,1800.0
scipy\base\tests\test_ma.py,7,670,660,10,7,2005-11-10 06:13:40+00:00,2006-01-04 18:29:28+00:00,0.2,1340.0
benchmarks\benchmarks\bench_linalg.py,7,145,127,18,7,2015-08-22 00:29:21+00:00,2016-01-16 18:53:20+00:00,0.4,290.0
scipy\base\machar.py,7,74,30,44,7,2005-09-19 20:49:50+00:00,2005-12-30 01:59:33+00:00,0.3,148.0
numpy\build_utils\common.py,7,157,148,9,7,2011-08-21 17:50:05+00:00,2013-08-18 17:51:25+00:00,2.0,78.5
tools\test-installed-numpy.py,7,70,64,6,7,2012-05-21 22:33:19+00:00,2014-05-06 15:37:38+00:00,2.0,35.0
scipy_distutils\auto_test.py,7,1902,951,951,7,2002-04-12 04:01:19+00:00,2002-09-19 03:13:24+00:00,0.4,3804.0
scipy\linalg\basic.py,7,1134,567,567,7,2005-09-14 23:58:12+00:00,2005-09-23 23:38:09+00:00,0.0,2268.0
numpy\distutils\msvccompiler.py,7,98,79,19,7,2015-09-14 18:03:38+00:00,2017-02-10 09:00:04+00:00,1.4,70.0
numpy\distutils\msvc9compiler.py,7,115,90,25,7,2015-09-14 18:03:38+00:00,2017-05-13 11:56:34+00:00,1.7,67.6
numpy\distutils\line_endings.py,7,125,26,99,7,2006-03-10 21:31:27+00:00,2013-08-18 17:51:25+00:00,7.4,16.9
numpy\ma\bench.py,7,259,96,163,7,2007-12-15 01:48:01+00:00,2015-07-04 23:09:26+00:00,7.6,34.1
numpy\core\src\dummymodule.c,7,58,53,5,7,2011-06-14 19:26:09+00:00,2014-01-18 21:27:39+00:00,2.6,22.3
scipy_distutils\__init__.py,7,66,38,28,7,2001-12-18 15:45:10+00:00,2004-11-21 10:08:46+00:00,2.9,22.8
scipy\linalg\basic_lite.py,7,1324,927,397,7,2005-09-23 23:38:09+00:00,2005-10-03 17:13:50+00:00,0.0,2648.0
numpy\f2py\lib\test_scalar_in_out.py,7,570,561,9,7,2006-10-07 08:49:08+00:00,2007-01-08 21:56:54+00:00,0.3,1140.0
numpy\f2py\lib\tests\test_derived_scalar.py,7,191,11,180,7,2007-05-18 16:44:43+00:00,2008-07-03 19:57:24+00:00,1.1,173.6
numpy\f2py\lib\parser\test_parser.py,7,1175,100,1075,7,2006-10-01 11:49:23+00:00,2008-07-03 19:57:24+00:00,1.8,652.8
doc\sphinxext\numpydoc\comment_eater.py,7,194,18,176,7,2013-02-16 13:44:01+00:00,2013-07-24 16:10:16+00:00,0.4,388.0
numpy\doc\broadcasting.py,7,26,14,12,7,2009-10-02 19:31:17+00:00,2014-03-05 19:28:06+00:00,4.4,5.9
setupscons.py,7,250,125,125,7,2008-01-06 10:49:23+00:00,2013-01-13 17:04:44+00:00,5.0,50.0
scipy_test\__init__.py,7,13,7,6,7,2002-01-02 04:56:19+00:00,2004-11-21 10:22:30+00:00,2.9,4.5
scipy_distutils\setup_scipy_distutils.py,7,98,69,29,7,2002-01-02 02:40:56+00:00,2004-02-01 22:07:53+00:00,2.1,46.7
scipy\_import_tools.py,7,326,237,89,7,2005-10-14 15:31:13+00:00,2005-12-16 13:06:13+00:00,0.2,652.0
doc\numpy.scipy.org\source\conf.py,7,226,217,9,7,2009-08-22 22:28:51+00:00,2010-01-16 03:11:27+00:00,0.4,452.0
numpy\f2py\tests\f77\return_real.py,7,388,4,384,7,2006-01-04 19:00:27+00:00,2010-03-06 19:10:14+00:00,4.2,92.4
numpy\numarray\convolve.py,7,52,19,33,7,2006-08-05 20:24:55+00:00,2013-08-19 00:40:28+00:00,7.0,7.4
scipy_base\tests\test_index_tricks.py,7,174,87,87,7,2002-04-03 13:59:07+00:00,2004-02-01 11:36:10+00:00,1.8,96.7
numpy\f2py\lib\parser\api.py,7,245,88,157,7,2006-10-01 11:49:23+00:00,2008-07-03 19:57:24+00:00,1.8,136.1
numpy\core\src\private\npy_fpmath.h,7,64,37,27,7,2009-11-09 03:10:53+00:00,2014-03-20 07:44:31+00:00,4.4,14.5
numpy\oldnumeric\tests\test_regression.py,7,30,15,15,7,2009-09-16 07:15:21+00:00,2013-08-19 00:40:28+00:00,3.9,7.7
numpy\numarray\compat.py,7,26,11,15,7,2006-08-08 07:49:10+00:00,2013-08-19 00:40:28+00:00,7.0,3.7
numpy\core\src\multiarray\alloc.c,7,319,299,20,7,2014-05-05 20:13:56+00:00,2017-04-10 14:48:06+00:00,2.9,110.0
scipy\f2py2e\rules.py,7,1457,1401,56,7,2005-09-27 11:06:31+00:00,2005-10-26 13:54:20+00:00,0.1,2914.0
numpy\oldnumeric\user_array.py,7,35,13,22,7,2006-08-05 01:20:56+00:00,2013-08-19 00:40:28+00:00,7.0,5.0
scipy\f2py2e\src\fortranobject.h,7,191,157,34,7,2005-09-27 11:06:31+00:00,2005-10-26 13:54:20+00:00,0.1,382.0
numpy\oldnumeric\rng_stats.py,7,86,8,78,7,2006-08-29 10:28:11+00:00,2013-08-19 00:40:28+00:00,7.0,12.3
numpy\core\src\multiarray\array_assign.h,7,240,170,70,7,2011-08-06 04:20:19+00:00,2012-05-11 13:31:50+00:00,0.8,300.0
numpy\numarray\matrix.py,7,29,11,18,7,2006-08-10 23:31:53+00:00,2013-08-19 00:40:28+00:00,7.0,4.1
numpy\f2py\lib\extgen\__init__.py,7,111,42,69,7,2007-08-03 19:44:53+00:00,2008-07-03 19:57:24+00:00,0.9,123.3
scipy_distutils\log.py,7,118,109,9,7,2003-09-19 12:30:38+00:00,2004-11-06 18:44:44+00:00,1.1,107.3
fcompiler\__init__.py,7,735,414,321,7,2006-07-06 17:15:36+00:00,2007-05-21 13:15:45+00:00,0.9,816.7
numpy\core\src\arrayobject.h,7,178,177,1,7,2009-04-30 08:34:21+00:00,2009-04-30 08:38:52+00:00,0.0,356.0
scipy_base\tests\test_shape_base.py,7,818,414,404,7,2002-04-03 13:59:07+00:00,2004-11-14 09:43:11+00:00,2.6,314.6
scipy\corelib\mtrand\distributions.c,7,941,893,48,7,2005-09-28 02:54:16+00:00,2005-11-11 11:23:22+00:00,0.1,1882.0
numpy\f2py\lib\extgen\pyc_argument.py,7,534,267,267,7,2007-08-04 19:58:57+00:00,2007-08-10 15:30:24+00:00,0.0,1068.0
scipy\f2py2e\f2py2e.py,7,751,736,15,7,2005-09-27 11:06:31+00:00,2005-10-18 11:48:24+00:00,0.1,1502.0
scipy_base\_na_imports.py,6,144,134,10,6,2004-12-03 22:41:55+00:00,2005-09-08 13:25:08+00:00,0.8,180.0
numpy\core\include\numpy\fenv\fenv.c,6,128,7,121,6,2006-02-18 13:57:34+00:00,2015-02-08 21:50:23+00:00,9.0,14.2
numpy\f2py\tests\array_from_pyobj\setup.py,6,85,4,81,6,2006-01-04 19:00:27+00:00,2010-03-06 19:10:14+00:00,4.2,20.2
numpy\distutils\command\develop.py,6,39,21,18,6,2007-12-12 20:12:10+00:00,2013-04-06 19:25:26+00:00,5.3,7.4
weave\examples\functional.py,6,256,128,128,6,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,121.9
numpy\distutils\command\install_data.py,6,31,15,16,6,2006-02-02 03:28:25+00:00,2013-04-06 19:25:26+00:00,7.2,4.3
weave\examples\binary_search.py,6,508,254,254,6,2002-01-03 19:50:46+00:00,2005-09-08 13:25:08+00:00,3.7,137.3
scipy\base\memmap.py,6,1840,964,876,6,2005-11-19 04:44:10+00:00,2005-12-15 01:57:41+00:00,0.1,3680.0
scipy_base\_scipy_number.c,6,921,851,70,6,2004-06-07 23:52:37+00:00,2004-12-03 22:41:55+00:00,0.5,1842.0
numpy\f2py\tests\src\array_from_pyobj\wrapmodule.c,6,175,101,74,6,2010-03-06 19:10:14+00:00,2014-11-10 15:58:22+00:00,4.7,37.2
numpy\core\src\multiarray\convert_datatype.h,6,62,44,18,6,2009-04-30 08:44:00+00:00,2011-08-06 04:20:19+00:00,2.3,27.0
weave\scxx\weave_imp.cpp,6,742,371,371,6,2002-09-23 08:07:30+00:00,2004-02-01 11:36:10+00:00,1.4,530.0
numpy\lib\tests\test_mixins.py,6,331,275,56,6,2017-04-21 16:35:45+00:00,2017-07-17 23:51:33+00:00,0.2,662.0
numpy\f2py\tests\f90\return_integer.py,6,507,26,481,6,2006-03-10 21:31:27+00:00,2010-03-06 19:10:14+00:00,4.0,126.8
numpy\core\src\math_c99.c,6,2468,1275,1193,6,2008-09-04 13:58:47+00:00,2008-09-20 08:47:19+00:00,0.0,4936.0
scipy\base\tests\test_shape_base.py,6,117,57,60,6,2005-09-29 10:08:32+00:00,2005-12-26 07:49:25+00:00,0.2,234.0
numpy\core\tests\test_scalarinherit.py,6,106,92,14,6,2014-02-26 23:40:46+00:00,2017-08-31 22:59:20+00:00,3.5,30.3
numpy\lib\tests\test_packbits.py,6,294,284,10,6,2014-11-27 22:15:08+00:00,2017-02-19 00:28:41+00:00,2.2,133.6
scipy\base\scimath.py,6,76,39,37,6,2005-09-19 23:41:29+00:00,2006-01-03 09:55:18+00:00,0.3,152.0
weave\examples\ramp.py,6,352,176,176,6,2002-01-06 07:54:16+00:00,2005-09-08 13:25:08+00:00,3.7,95.1
scipy\f2py\cfuncs.py,6,200,36,164,6,2005-10-28 21:41:19+00:00,2005-12-10 10:50:42+00:00,0.1,400.0
scipy\base\arrayprint.py,6,35,18,17,6,2005-09-21 00:57:41+00:00,2005-12-30 01:59:33+00:00,0.3,70.0
numpy\core\src\private\npy_sort.h,6,367,201,166,6,2012-07-10 03:26:31+00:00,2016-07-21 19:32:13+00:00,4.0,91.8
scipy\base\code_generators\generate_ufunc_api.py,6,242,74,168,6,2005-09-27 10:04:25+00:00,2005-12-06 11:10:13+00:00,0.2,484.0
numpy\distutils\tests\test_fcompiler_intel.py,6,56,46,10,6,2011-03-09 13:29:09+00:00,2017-07-17 17:51:44+00:00,6.4,8.8
numpy\doc\internals.py,6,17,9,8,6,2013-02-27 20:26:58+00:00,2016-09-06 12:42:08+00:00,3.5,4.9
numpy\ma\tests\test_deprecations.py,6,124,99,25,6,2017-04-06 23:01:50+00:00,2017-07-18 01:07:27+00:00,0.3,248.0
numpy\lib\mixins.py,6,323,252,71,6,2017-04-21 16:35:45+00:00,2017-05-06 04:50:18+00:00,0.0,646.0
scipy_distutils\intelfcompiler.py,6,188,181,7,6,2004-01-19 09:00:01+00:00,2004-09-29 19:07:21+00:00,0.7,268.6
numpy\doc\pyrex\numpyx.c,6,3482,1217,2265,6,2006-03-14 07:53:59+00:00,2007-12-15 18:54:52+00:00,1.8,1934.4
scipy\corelib\mtrand\distributions.h,6,197,191,6,6,2005-09-28 02:54:16+00:00,2005-11-11 11:23:22+00:00,0.1,394.0
scipy\base\ufunclike.py,6,149,113,36,6,2005-10-01 21:08:20+00:00,2005-10-29 21:45:38+00:00,0.1,298.0
scipy\basic\info.py,6,27,20,7,6,2005-11-14 11:54:49+00:00,2005-12-20 12:06:09+00:00,0.1,54.0
benchmarks\casting.py,6,84,29,55,6,2006-06-27 22:08:07+00:00,2013-03-01 01:46:35+00:00,6.7,12.5
numpy\testing\nulltester.py,6,48,24,24,6,2008-06-17 00:23:20+00:00,2013-08-10 08:42:59+00:00,5.1,9.4
numpy\random\mtrand\numpy.pxd,6,116,68,48,6,2012-02-10 23:50:08+00:00,2017-08-22 09:43:06+00:00,5.5,21.1
doc\sphinxext\numpydoc\plot_directive.py,6,673,20,653,6,2013-02-16 13:44:01+00:00,2013-07-24 16:10:16+00:00,0.4,1346.0
doc\sphinxext\numpydoc\traitsdoc.py,6,158,9,149,6,2013-02-16 13:44:01+00:00,2013-07-24 16:10:16+00:00,0.4,316.0
numpy\linalg\pythonxerbla.c,6,82,41,41,6,2008-04-09 14:38:15+00:00,2008-04-28 08:14:06+00:00,0.0,164.0
weave\platform_info.py,6,279,35,244,6,2003-01-03 17:53:04+00:00,2005-06-17 15:22:14+00:00,2.5,111.6
numpy\f2py\tests\f90\return_complex.py,6,428,24,404,6,2006-03-10 21:31:27+00:00,2010-03-06 19:10:14+00:00,4.0,107.0
numpy\f2py\tests\f90\return_character.py,6,323,13,310,6,2006-03-10 21:31:27+00:00,2010-03-06 19:10:14+00:00,4.0,80.8
scipy_base\tests\test_matrix_base.py,6,370,185,185,6,2002-04-03 13:59:07+00:00,2004-02-01 11:36:10+00:00,1.8,205.6
numpy\oldnumeric\array_printer.py,6,54,19,35,6,2006-08-05 01:20:56+00:00,2013-08-19 00:40:28+00:00,7.0,7.7
numpy\oldnumeric\fft.py,6,69,24,45,6,2006-08-05 06:44:20+00:00,2013-08-19 00:40:28+00:00,7.0,9.9
numpy\core\src\multiarray\shape.h,6,59,43,16,6,2011-01-28 23:43:08+00:00,2011-08-18 06:07:58+00:00,0.6,98.3
numpy\f2py\tests\f77\return_integer.py,6,451,4,447,6,2006-01-04 19:00:27+00:00,2010-03-06 19:10:14+00:00,4.2,107.4
doc\sphinxext\tests\test_docscrape.py,6,648,638,10,6,2008-11-30 14:44:38+00:00,2012-12-09 17:38:53+00:00,4.0,162.0
fcompiler\gnu.py,6,117,71,46,6,2006-07-28 21:19:31+00:00,2007-05-16 15:27:12+00:00,0.8,146.2
numpy\f2py\lib\block.py,6,1106,553,553,6,2006-05-24 13:44:36+00:00,2006-06-29 09:35:39+00:00,0.1,2212.0
numpy\numarray\random_array.py,6,33,12,21,6,2006-08-10 23:31:53+00:00,2013-08-19 00:40:28+00:00,7.0,4.7
numpy\f2py\info.py,6,20,8,12,6,2006-01-14 09:18:45+00:00,2013-04-06 19:25:26+00:00,7.2,2.8
weave\tests\test_wx_spec.py,6,288,144,144,6,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,137.1
tools\allocation_tracking\track_allocations.py,6,151,147,4,6,2012-06-18 09:50:28+00:00,2017-06-03 12:41:26+00:00,5.0,30.2
command\config_compiler.py,6,316,188,128,6,2006-07-06 17:15:36+00:00,2007-05-21 13:15:45+00:00,0.9,351.1
tools\commitstats.py,6,63,52,11,6,2009-10-01 15:08:42+00:00,2013-08-18 17:51:25+00:00,3.9,16.2
tools\osxbuild\install_and_test.py,6,122,61,61,6,2008-08-14 05:22:21+00:00,2013-05-22 10:49:26+00:00,4.8,25.4
numpy\f2py\docs\pytest.py,6,30,6,24,6,2006-07-06 16:57:20+00:00,2013-08-18 17:51:25+00:00,7.1,4.2
numpy\f2py\lib\extgen\py_support.py,6,3404,1150,2254,6,2007-08-10 13:57:35+00:00,2008-07-03 19:57:24+00:00,0.9,3782.2
numpy\numarray\ma.py,6,12,5,7,6,2006-08-10 23:31:53+00:00,2013-08-19 00:40:28+00:00,7.0,1.7
numpy\f2py\lib\parser\readfortran.py,6,1773,48,1725,6,2006-10-01 11:49:23+00:00,2008-07-03 19:57:24+00:00,1.8,985.0
numpy\core\src\multiarray\iterators.h,6,53,18,35,6,2009-04-30 08:47:21+00:00,2016-02-09 08:36:28+00:00,6.8,7.8
numpy\core\src\multiarray\item_selection.h,6,60,45,15,6,2011-07-28 17:19:16+00:00,2012-05-19 15:27:01+00:00,0.8,75.0
numpy\numarray\mlab.py,6,27,10,17,6,2006-08-10 23:31:53+00:00,2013-08-19 00:40:28+00:00,7.0,3.9
numpy\numarray\nd_image.py,6,50,18,32,6,2006-08-05 20:24:55+00:00,2013-08-19 00:40:28+00:00,7.0,7.1
numpy\numarray\numpy\arraybase.h,6,159,18,141,6,2006-06-22 18:53:16+00:00,2009-03-03 09:50:05+00:00,2.7,58.9
numpy\core\src\multiarray\datetime_strings.h,6,102,93,9,6,2011-06-16 22:36:45+00:00,2016-01-15 07:47:37+00:00,4.6,22.2
numpy\core\src\multiarray\datetime_busday.h,6,106,67,39,6,2011-06-10 15:49:39+00:00,2011-06-14 16:21:57+00:00,0.0,212.0
numpy\numarray\fft.py,6,27,10,17,6,2006-08-10 23:31:53+00:00,2013-08-19 00:40:28+00:00,7.0,3.9
scipy\fftpack\__init__.py,6,56,48,8,6,2005-09-14 23:58:12+00:00,2005-10-07 06:54:42+00:00,0.1,112.0
scipy_distutils\cpuinfo.py,6,675,675,0,6,2004-01-19 09:00:01+00:00,2004-10-04 09:30:54+00:00,0.7,964.3
numpy\f2py\lib\test_parser.py,6,1003,503,500,6,2006-06-30 13:36:13+00:00,2006-09-08 08:29:12+00:00,0.2,2006.0
scipy\distutils\tests\test_misc_util.py,6,24,13,11,6,2005-10-13 15:06:00+00:00,2005-12-26 07:49:25+00:00,0.2,48.0
src\_compiled_base.c,6,736,503,233,6,2007-12-16 05:30:41+00:00,2007-12-28 22:13:43+00:00,0.0,1472.0
numpy\matrixlib\__init__.py,6,21,13,8,6,2010-07-31 10:04:54+00:00,2017-07-04 19:47:45+00:00,6.9,3.0
numpy\ma\mstats.py,6,748,159,589,6,2007-12-15 01:48:01+00:00,2008-04-24 06:57:13+00:00,0.4,1496.0
numpy\dft\fftpack_litemodule.c,5,278,6,272,5,2006-01-04 19:00:27+00:00,2006-07-06 16:57:20+00:00,0.5,556.0
numpy\distutils\fcompiler\pathf95.py,5,96,67,29,5,2010-11-30 14:14:37+00:00,2013-04-06 19:25:26+00:00,2.3,41.7
numpy\core\include\numpy\halffloat.h,5,74,72,2,5,2010-11-10 00:02:27+00:00,2016-02-15 17:40:07+00:00,5.3,14.0
numpy\distutils\info.py,5,15,8,7,5,2006-01-14 09:19:14+00:00,2013-04-06 19:25:26+00:00,7.2,2.1
scipy_base\ieee_754.py,5,314,157,157,5,2002-04-02 23:13:09+00:00,2002-04-05 01:48:14+00:00,0.0,628.0
scipy_base\convenience.py,5,2098,1049,1049,5,2002-03-30 00:02:58+00:00,2002-04-03 21:12:50+00:00,0.0,4196.0
benchmarks\benchmark.py,5,130,44,86,5,2007-02-17 18:36:16+00:00,2013-03-01 01:46:35+00:00,6.0,21.7
scipy_distutils\ibmfcompiler.py,5,104,92,12,5,2004-02-16 08:51:41+00:00,2005-07-11 04:08:46+00:00,1.4,74.3
numpy\f2py\doc\multiarray\array_from_pyobj.c,5,688,21,667,5,2006-07-06 16:57:20+00:00,2013-08-18 17:16:06+00:00,7.1,96.9
numpy\doc\performance.py,5,17,4,13,5,2013-02-27 20:26:58+00:00,2015-10-25 11:57:37+00:00,2.7,6.3
numpy\doc\pyrex\numpyx.pyx,5,305,106,199,5,2006-03-14 07:53:59+00:00,2008-04-09 01:54:54+00:00,2.1,145.2
numpy\core\src\multiarray\parse_datetime.c,5,7022,3942,3080,5,2009-08-25 17:41:01+00:00,2009-08-27 19:28:44+00:00,0.0,14044.0
numpy\f2py\lib\extgen\setup_py.py,5,390,133,257,5,2007-08-10 13:57:35+00:00,2008-07-03 19:57:24+00:00,0.9,433.3
numpy\doc\pyrex\setup.py,5,136,50,86,5,2006-03-14 07:53:59+00:00,2008-04-09 01:54:54+00:00,2.1,64.8
numpy\core\include\numpy\npy_sort.h,5,789,479,310,5,2011-06-06 05:03:17+00:00,2011-06-17 00:59:40+00:00,0.0,1578.0
numpy\lib\convdtype.py,5,200,67,133,5,2006-07-05 18:52:23+00:00,2008-07-05 14:32:42+00:00,2.0,100.0
numpy\f2py\lib\extgen\extension_module.py,5,466,233,233,5,2007-08-03 19:44:53+00:00,2007-08-10 15:30:24+00:00,0.0,932.0
numpy\f2py\lib\extgen\c_support.py,5,891,299,592,5,2007-08-10 13:57:35+00:00,2008-07-03 19:57:24+00:00,0.9,990.0
numpy\core\code_generators\genapi2.py,5,384,192,192,5,2009-10-08 13:49:59+00:00,2009-10-08 13:58:29+00:00,0.0,768.0
scipy_distutils\mingw32ccompiler.py,5,253,233,20,5,2004-02-04 14:30:06+00:00,2004-02-13 23:25:43+00:00,0.0,506.0
scipy_base\pexec.py,5,201,102,99,5,2003-10-09 08:34:44+00:00,2004-10-02 19:38:22+00:00,1.0,201.0
numpy\f2py\lib\parser\splitline.py,5,887,25,862,5,2006-10-01 11:49:23+00:00,2008-07-03 19:57:24+00:00,1.8,492.8
benchmarks\benchmarks\bench_indexing.py,5,95,88,7,5,2015-08-22 00:29:21+00:00,2016-02-14 23:38:32+00:00,0.5,190.0
doc\swig\test\testFortran.py,5,40,22,18,5,2013-02-27 20:26:58+00:00,2013-08-18 17:51:25+00:00,0.5,80.0
numpy\f2py\lib\parser\parsefortran.py,5,417,13,404,5,2006-10-04 09:49:54+00:00,2008-07-03 19:57:24+00:00,1.7,245.3
numpy\doc\howtofind.py,5,17,4,13,5,2013-02-27 20:26:58+00:00,2015-10-25 11:57:37+00:00,2.7,6.3
numpy\doc\io.py,5,17,4,13,5,2013-02-27 20:26:58+00:00,2015-10-25 11:57:37+00:00,2.7,6.3
numpy\doc\jargon.py,5,17,4,13,5,2013-02-27 20:26:58+00:00,2015-10-25 11:57:37+00:00,2.7,6.3
scipy_base\tests\test_limits.py,5,116,58,58,5,2002-04-03 13:59:07+00:00,2004-02-01 11:36:10+00:00,1.8,64.4
numpy\doc\swig\test\setup.py,5,99,32,67,5,2007-11-23 14:53:33+00:00,2008-08-12 18:46:31+00:00,0.7,141.4
misc_util.py,5,98,69,29,5,2006-07-06 17:15:36+00:00,2007-05-21 13:15:45+00:00,0.9,108.9
doc\swig\test\testArray.py,5,27,14,13,5,2013-02-27 20:26:58+00:00,2013-08-18 17:51:25+00:00,0.5,54.0
doc\sphinxext\numpydoc\phantom_import.py,5,180,9,171,5,2013-02-16 13:44:01+00:00,2013-07-24 16:10:16+00:00,0.4,360.0
numpy\f2py\tests\f77\return_logical.py,5,402,0,402,5,2006-03-10 21:31:27+00:00,2010-03-06 19:10:14+00:00,4.0,100.5
numpy\core\src\_isnan.c,5,196,28,168,5,2006-07-06 16:57:20+00:00,2008-09-13 07:30:07+00:00,2.2,89.1
numpy\doc\methods_vs_functions.py,5,17,4,13,5,2013-02-27 20:26:58+00:00,2015-10-25 11:57:37+00:00,2.7,6.3
numpy\fft\fftpack.c,5,1551,28,1523,5,2006-12-02 05:07:35+00:00,2015-02-14 19:29:07+00:00,8.2,189.1
numpy\doc\swig\setup.py,5,93,56,37,5,2006-03-14 07:53:59+00:00,2007-04-04 22:41:56+00:00,1.1,84.5
numpy\testing\tests\test_doctesting.py,5,60,58,2,5,2011-08-15 19:38:13+00:00,2013-04-06 19:25:26+00:00,1.6,37.5
scipy\distutils\cpuinfo.py,5,28,20,8,5,2005-10-17 08:17:00+00:00,2005-12-14 21:14:33+00:00,0.2,56.0
scipy\corelinalg\__init__.py,5,41,33,8,5,2005-12-25 09:49:16+00:00,2005-12-26 07:49:25+00:00,0.0,82.0
numpy\compat\tests\test_compat.py,5,31,28,3,5,2014-06-26 12:49:59+00:00,2017-07-04 19:47:45+00:00,3.0,10.3
numpy\f2py\lib\sourceinfo.py,5,166,83,83,5,2006-05-24 07:39:50+00:00,2006-07-06 16:57:20+00:00,0.1,332.0
weave\base_spec.py,5,224,112,112,5,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,106.7
weave\scxx\PWOMSequence.h,5,470,235,235,5,2002-09-12 07:06:11+00:00,2002-09-28 08:59:30+00:00,0.0,940.0
numpy\f2py\lib\parser\utils.py,5,385,29,356,5,2006-10-01 11:49:23+00:00,2008-07-03 19:57:24+00:00,1.8,213.9
weave\base_info.py,5,292,146,146,5,2002-01-03 19:50:46+00:00,2004-09-30 22:48:41+00:00,2.7,108.1
numpy\linalg\tests\test_gufuncs_linalg.py,5,602,51,551,5,2013-04-10 16:35:13+00:00,2013-10-07 19:24:53+00:00,0.5,1204.0
command\build_ext.py,5,766,447,319,5,2006-07-28 21:19:31+00:00,2007-05-21 13:15:45+00:00,0.8,957.5
utils.py,5,161,154,7,5,2007-12-15 18:56:40+00:00,2007-12-16 07:52:44+00:00,0.0,322.0
weave\scxx\dict.h,5,728,364,364,5,2002-09-23 08:07:30+00:00,2004-02-01 11:36:10+00:00,1.4,520.0
numpy\compat\setup.py,5,18,15,3,5,2009-10-13 08:29:14+00:00,2014-08-01 16:19:03+00:00,4.8,3.8
scipy\stats\random_lite.py,5,352,20,332,5,2005-09-26 16:15:42+00:00,2005-09-29 08:34:21+00:00,0.0,704.0
command\build_clib.py,5,291,173,118,5,2006-08-03 02:42:25+00:00,2007-05-21 13:15:45+00:00,0.8,363.8
scipy\base\tests\test_type_check.py,5,52,26,26,5,2005-09-29 10:08:32+00:00,2005-12-26 07:49:25+00:00,0.2,104.0
numpy\testing\info.py,5,94,5,89,5,2006-02-24 16:56:59+00:00,2008-06-17 00:23:20+00:00,2.3,40.9
numpy\numarray\include\numpy\libnumarray.h,5,697,43,654,5,2010-02-23 09:49:38+00:00,2013-08-19 00:40:28+00:00,3.5,199.1
scipy\f2py2e\cfuncs.py,5,1596,1429,167,5,2005-09-27 11:06:31+00:00,2005-10-26 04:21:53+00:00,0.1,3192.0
numpy\core\einsumfunc.py,5,1166,1152,14,5,2016-09-09 18:47:21+00:00,2017-07-18 14:35:51+00:00,0.9,1295.6
system_info.py,5,104,75,29,5,2006-07-28 21:19:31+00:00,2007-05-21 13:15:45+00:00,0.8,130.0
numpy\core\src\private\mem_overlap.c,5,1185,1052,133,5,2015-08-11 20:58:56+00:00,2017-09-01 08:11:54+00:00,2.1,564.3
numpy\core\src\umath\umathmodule_onefile.c,5,14,7,7,5,2009-04-30 08:50:42+00:00,2015-10-08 20:30:23+00:00,6.4,2.2
scipy\linalg\__init__.py,5,17,15,2,5,2005-09-20 21:26:14+00:00,2005-10-01 22:52:33+00:00,0.0,34.0
ccompiler.py,5,14,8,6,5,2006-07-06 17:15:36+00:00,2007-05-21 13:15:45+00:00,0.9,15.6
